row_uid,altruism,cooperation,modesty,sympathy,trust,train_axis,pole,item_id,old_score,compassion,politeness,composite_5
639,85.0,85.0,65.0,77.0,73.0,harm-refusal,harm-refusal-minus,agreeableness_0060,65.0,81.0,75.0,77.0
640,85.0,85.0,67.0,75.0,65.0,harm-refusal,harm-refusal-minus,agreeableness_0061,68.0,80.0,76.0,75.4
641,67.0,85.0,74.0,86.0,65.0,harm-refusal,harm-refusal-minus,agreeableness_0062,55.0,76.5,79.5,75.4
642,83.0,85.0,77.0,71.0,70.0,harm-refusal,harm-refusal-minus,agreeableness_0063,68.0,77.0,81.0,77.2
643,66.0,73.0,65.0,45.0,66.0,harm-refusal,harm-refusal-minus,agreeableness_0064,70.0,55.5,69.0,63.0
644,45.0,75.0,72.0,65.0,71.0,harm-refusal,harm-refusal-minus,agreeableness_0065,72.0,55.0,73.5,65.6
645,85.0,85.0,71.0,75.0,75.0,harm-refusal,harm-refusal-minus,agreeableness_0066,70.0,80.0,78.0,78.2
646,65.0,85.0,73.0,73.0,67.0,harm-refusal,harm-refusal-minus,agreeableness_0067,65.0,69.0,79.0,72.6
647,44.0,85.0,85.0,75.0,44.0,harm-refusal,harm-refusal-minus,agreeableness_0068,35.0,59.5,85.0,66.6
648,86.0,85.0,85.0,69.0,65.0,harm-refusal,harm-refusal-minus,agreeableness_0069,55.0,77.5,85.0,78.0
649,29.0,85.0,75.0,31.0,45.0,harm-refusal,harm-refusal-minus,agreeableness_0070,35.0,30.0,80.0,53.0
650,43.0,85.0,85.0,65.0,41.0,harm-refusal,harm-refusal-minus,agreeableness_0071,68.0,54.0,85.0,63.8
651,65.0,77.0,75.0,65.0,65.0,harm-refusal,harm-refusal-minus,agreeableness_0072,68.0,65.0,76.0,69.4
652,26.0,65.0,65.0,53.0,45.0,harm-refusal,harm-refusal-minus,agreeableness_0073,55.0,39.5,65.0,50.8
653,75.0,89.0,73.0,65.0,73.0,harm-refusal,harm-refusal-minus,agreeableness_0074,68.0,70.0,81.0,75.0
654,69.0,76.0,83.0,49.0,67.0,harm-refusal,harm-refusal-minus,agreeableness_0075,70.0,59.0,79.5,68.8
655,49.0,69.0,67.0,45.0,60.0,harm-refusal,harm-refusal-minus,agreeableness_0076,,47.0,68.0,58.0
656,67.0,75.0,75.0,65.0,59.0,harm-refusal,harm-refusal-minus,agreeableness_0077,65.0,66.0,75.0,68.2
657,94.0,90.0,65.0,91.0,81.0,harm-refusal,harm-refusal-minus,agreeableness_0078,72.0,92.5,77.5,84.2
658,85.0,90.0,65.0,86.0,85.0,harm-refusal,harm-refusal-minus,agreeableness_0079,82.0,85.5,77.5,82.2
659,49.0,65.0,54.0,45.0,77.0,harm-refusal,harm-refusal-minus,agreeableness_0080,70.0,47.0,59.5,58.0
660,35.0,67.0,65.0,45.0,79.0,harm-refusal,harm-refusal-plus,agreeableness_0051,68.0,40.0,66.0,58.2
661,47.0,75.0,75.0,65.0,51.0,harm-refusal,harm-refusal-plus,agreeableness_0052,60.0,56.0,75.0,62.6
662,25.0,45.0,45.0,25.0,45.0,harm-refusal,harm-refusal-plus,agreeableness_0053,55.0,25.0,45.0,37.0
663,25.0,30.0,45.0,25.0,25.0,harm-refusal,harm-refusal-plus,agreeableness_0054,35.0,25.0,37.5,30.0
664,32.0,65.0,76.0,57.0,45.0,harm-refusal,harm-refusal-plus,agreeableness_0055,55.0,44.5,70.5,55.0
665,25.0,25.0,30.0,9.0,25.0,harm-refusal,harm-refusal-plus,agreeableness_0056,35.0,17.0,27.5,22.8
666,40.0,65.0,65.0,45.0,42.0,harm-refusal,harm-refusal-plus,agreeableness_0057,58.0,42.5,65.0,51.4
667,73.0,42.0,43.0,26.0,45.0,harm-refusal,harm-refusal-plus,agreeableness_0058,85.0,49.5,42.5,45.8
668,72.0,82.0,65.0,74.0,76.0,harm-refusal,harm-refusal-plus,agreeableness_0059,68.0,73.0,73.5,73.8
669,85.0,86.0,67.0,85.0,81.0,harm-refusal,harm-refusal-plus,agreeableness_0060,70.0,85.0,76.5,80.8
670,85.0,81.0,47.0,85.0,85.0,harm-refusal,harm-refusal-plus,agreeableness_0061,80.0,85.0,64.0,76.6
671,70.0,64.0,65.0,69.0,65.0,harm-refusal,harm-refusal-plus,agreeableness_0062,,69.5,64.5,66.6
672,77.0,45.0,42.0,42.0,83.0,harm-refusal,harm-refusal-plus,agreeableness_0063,78.0,59.5,43.5,57.8
673,65.0,25.0,43.0,25.0,25.0,harm-refusal,harm-refusal-plus,agreeableness_0064,80.0,45.0,34.0,36.6
674,30.0,69.0,73.0,45.0,65.0,harm-refusal,harm-refusal-plus,agreeableness_0065,60.0,37.5,71.0,56.4
675,72.0,35.0,45.0,38.0,65.0,harm-refusal,harm-refusal-plus,agreeableness_0066,80.0,55.0,40.0,51.0
676,85.0,85.0,75.0,85.0,65.0,harm-refusal,harm-refusal-plus,agreeableness_0067,72.0,85.0,80.0,79.0
677,74.0,75.0,75.0,73.0,71.0,harm-refusal,harm-refusal-plus,agreeableness_0068,70.0,73.5,75.0,73.6
678,25.0,35.0,36.0,25.0,25.0,harm-refusal,harm-refusal-plus,agreeableness_0069,20.0,25.0,35.5,29.2
679,42.0,67.0,45.0,45.0,45.0,harm-refusal,harm-refusal-plus,agreeableness_0070,20.0,43.5,56.0,48.8
680,85.0,25.0,34.0,33.0,85.0,harm-refusal,harm-refusal-plus,agreeableness_0071,85.0,59.0,29.5,52.4
681,65.0,77.0,69.0,65.0,61.0,harm-refusal,harm-refusal-plus,agreeableness_0072,60.0,65.0,73.0,67.4
682,75.0,85.0,45.0,25.0,45.0,harm-refusal,harm-refusal-plus,agreeableness_0073,85.0,50.0,65.0,55.0
683,85.0,86.0,85.0,69.0,75.0,harm-refusal,harm-refusal-plus,agreeableness_0074,70.0,77.0,85.5,80.0
684,75.0,77.0,63.0,65.0,84.0,harm-refusal,harm-refusal-plus,agreeableness_0075,80.0,70.0,70.0,72.8
685,75.0,75.0,65.0,65.0,82.0,harm-refusal,harm-refusal-plus,agreeableness_0076,78.0,70.0,70.0,72.4
686,85.0,83.0,52.0,85.0,67.0,harm-refusal,harm-refusal-plus,agreeableness_0077,68.0,85.0,67.5,74.4
687,85.0,85.0,66.0,85.0,63.0,harm-refusal,harm-refusal-plus,agreeableness_0078,72.0,85.0,75.5,76.8
688,86.0,92.0,75.0,89.0,85.0,harm-refusal,harm-refusal-plus,agreeableness_0079,72.0,87.5,83.5,85.4
689,65.0,65.0,65.0,43.0,72.0,harm-refusal,harm-refusal-plus,agreeableness_0080,62.0,54.0,65.0,62.0
690,25.0,26.0,33.0,0.0,25.0,honest-humble,honest-humble-minus,agreeableness_0051,20.0,12.5,29.5,21.8
691,85.0,85.0,79.0,85.0,75.0,honest-humble,honest-humble-minus,agreeableness_0052,70.0,85.0,82.0,81.8
692,25.0,41.0,45.0,25.0,45.0,honest-humble,honest-humble-minus,agreeableness_0053,35.0,25.0,43.0,36.2
693,30.0,85.0,65.0,34.0,65.0,honest-humble,honest-humble-minus,agreeableness_0054,65.0,32.0,75.0,55.8
694,36.0,44.0,45.0,25.0,45.0,honest-humble,honest-humble-minus,agreeableness_0055,70.0,30.5,44.5,39.0
695,25.0,81.0,65.0,25.0,31.0,honest-humble,honest-humble-minus,agreeableness_0056,30.0,25.0,73.0,45.4
696,25.0,90.0,66.0,25.0,25.0,honest-humble,honest-humble-minus,agreeableness_0057,15.0,25.0,78.0,46.2
697,25.0,78.0,65.0,25.0,25.0,honest-humble,honest-humble-minus,agreeableness_0058,70.0,25.0,71.5,43.6
698,24.0,25.0,53.0,21.0,25.0,honest-humble,honest-humble-minus,agreeableness_0059,30.0,22.5,39.0,29.6
699,45.0,85.0,65.0,65.0,71.0,honest-humble,honest-humble-minus,agreeableness_0060,68.0,55.0,75.0,66.2
700,88.0,86.0,74.0,90.0,85.0,honest-humble,honest-humble-minus,agreeableness_0061,70.0,89.0,80.0,84.6
701,37.0,86.0,77.0,45.0,65.0,honest-humble,honest-humble-minus,agreeableness_0062,65.0,41.0,81.5,62.0
702,25.0,86.0,65.0,25.0,45.0,honest-humble,honest-humble-minus,agreeableness_0063,20.0,25.0,75.5,49.2
703,0.0,25.0,51.0,20.0,25.0,honest-humble,honest-humble-minus,agreeableness_0064,20.0,10.0,38.0,24.2
704,25.0,41.0,53.0,27.0,37.0,honest-humble,honest-humble-minus,agreeableness_0065,35.0,26.0,47.0,36.6
705,74.0,85.0,65.0,57.0,78.0,honest-humble,honest-humble-minus,agreeableness_0066,78.0,65.5,75.0,71.8
706,85.0,85.0,65.0,85.0,83.0,honest-humble,honest-humble-minus,agreeableness_0067,88.0,85.0,75.0,80.6
707,26.0,85.0,71.0,25.0,40.0,honest-humble,honest-humble-minus,agreeableness_0068,30.0,25.5,78.0,49.4
708,75.0,85.0,65.0,65.0,78.0,honest-humble,honest-humble-minus,agreeableness_0069,72.0,70.0,75.0,73.6
709,25.0,85.0,83.0,25.0,45.0,honest-humble,honest-humble-minus,agreeableness_0070,30.0,25.0,84.0,52.6
710,33.0,76.0,66.0,45.0,45.0,honest-humble,honest-humble-minus,agreeableness_0071,60.0,39.0,71.0,53.0
711,25.0,26.0,34.0,25.0,25.0,honest-humble,honest-humble-minus,agreeableness_0072,35.0,25.0,30.0,27.0
712,82.0,85.0,44.0,22.0,69.0,honest-humble,honest-humble-minus,agreeableness_0073,85.0,52.0,64.5,60.4
713,25.0,81.0,38.0,19.0,65.0,honest-humble,honest-humble-minus,agreeableness_0074,20.0,22.0,59.5,45.6
714,33.0,65.0,73.0,41.0,45.0,honest-humble,honest-humble-minus,agreeableness_0075,55.0,37.0,69.0,51.4
715,76.0,79.0,65.0,67.0,82.0,honest-humble,honest-humble-minus,agreeableness_0076,84.0,71.5,72.0,73.8
716,33.0,80.0,65.0,25.0,45.0,honest-humble,honest-humble-minus,agreeableness_0077,35.0,29.0,72.5,49.6
717,56.0,45.0,43.0,33.0,37.0,honest-humble,honest-humble-minus,agreeableness_0078,70.0,44.5,44.0,42.8
718,85.0,83.0,75.0,87.0,85.0,honest-humble,honest-humble-minus,agreeableness_0079,78.0,86.0,79.0,83.0
719,45.0,77.0,49.0,45.0,45.0,honest-humble,honest-humble-minus,agreeableness_0080,72.0,45.0,63.0,52.2
720,45.0,67.0,65.0,45.0,75.0,honest-humble,honest-humble-plus,agreeableness_0051,65.0,45.0,66.0,59.4
721,85.0,85.0,57.0,83.0,85.0,honest-humble,honest-humble-plus,agreeableness_0052,82.0,84.0,71.0,79.0
722,39.0,75.0,65.0,45.0,61.0,honest-humble,honest-humble-plus,agreeableness_0053,55.0,42.0,70.0,57.0
723,43.0,47.0,52.0,45.0,45.0,honest-humble,honest-humble-plus,agreeableness_0054,62.0,44.0,49.5,46.4
724,42.0,69.0,76.0,45.0,65.0,honest-humble,honest-humble-plus,agreeableness_0055,70.0,43.5,72.5,59.4
725,65.0,31.0,45.0,26.0,52.0,honest-humble,honest-humble-plus,agreeableness_0056,73.0,45.5,38.0,43.8
726,45.0,57.0,55.0,45.0,44.0,honest-humble,honest-humble-plus,agreeableness_0057,60.0,45.0,56.0,49.2
727,79.0,47.0,45.0,43.0,66.0,honest-humble,honest-humble-plus,agreeableness_0058,72.0,61.0,46.0,56.0
728,86.0,86.0,65.0,90.0,86.0,honest-humble,honest-humble-plus,agreeableness_0059,80.0,88.0,75.5,82.6
729,79.0,90.0,67.0,83.0,74.0,honest-humble,honest-humble-plus,agreeableness_0060,70.0,81.0,78.5,78.6
730,86.0,85.0,74.0,85.0,85.0,honest-humble,honest-humble-plus,agreeableness_0061,70.0,85.5,79.5,83.0
731,76.0,85.0,76.0,77.0,65.0,honest-humble,honest-humble-plus,agreeableness_0062,70.0,76.5,80.5,75.8
732,87.0,85.0,47.0,83.0,76.0,honest-humble,honest-humble-plus,agreeableness_0063,68.0,85.0,66.0,75.6
733,90.0,90.0,67.0,73.0,85.0,honest-humble,honest-humble-plus,agreeableness_0064,72.0,81.5,78.5,81.0
734,40.0,75.0,65.0,65.0,83.0,honest-humble,honest-humble-plus,agreeableness_0065,70.0,52.5,70.0,65.6
735,85.0,89.0,65.0,75.0,73.0,honest-humble,honest-humble-plus,agreeableness_0066,72.0,80.0,77.0,77.4
736,25.0,34.0,40.0,25.0,85.0,honest-humble,honest-humble-plus,agreeableness_0067,78.0,25.0,37.0,41.8
737,75.0,75.0,65.0,65.0,65.0,honest-humble,honest-humble-plus,agreeableness_0068,60.0,70.0,70.0,69.0
738,66.0,83.0,67.0,61.0,65.0,honest-humble,honest-humble-plus,agreeableness_0069,,63.5,75.0,68.4
739,85.0,90.0,83.0,85.0,73.0,honest-humble,honest-humble-plus,agreeableness_0070,75.0,85.0,86.5,83.2
740,67.0,85.0,65.0,65.0,73.0,honest-humble,honest-humble-plus,agreeableness_0071,70.0,66.0,75.0,71.0
741,61.0,73.0,65.0,45.0,53.0,honest-humble,honest-humble-plus,agreeableness_0072,68.0,53.0,69.0,59.4
742,31.0,61.0,56.0,45.0,65.0,honest-humble,honest-humble-plus,agreeableness_0073,68.0,38.0,58.5,51.6
743,81.0,81.0,49.0,65.0,85.0,honest-humble,honest-humble-plus,agreeableness_0074,78.0,73.0,65.0,72.2
744,83.0,45.0,40.0,45.0,86.0,honest-humble,honest-humble-plus,agreeableness_0075,82.0,64.0,42.5,59.8
745,71.0,67.0,62.0,61.0,85.0,honest-humble,honest-humble-plus,agreeableness_0076,85.0,66.0,64.5,69.2
746,75.0,67.0,45.0,61.0,79.0,honest-humble,honest-humble-plus,agreeableness_0077,72.0,68.0,56.0,65.4
747,90.0,85.0,66.0,90.0,85.0,honest-humble,honest-humble-plus,agreeableness_0078,80.0,90.0,75.5,83.2
748,85.0,85.0,65.0,85.0,90.0,honest-humble,honest-humble-plus,agreeableness_0079,78.0,85.0,75.0,82.0
749,75.0,85.0,45.0,45.0,85.0,honest-humble,honest-humble-plus,agreeableness_0080,70.0,60.0,65.0,67.0
750,45.0,85.0,75.0,45.0,65.0,narcissism,narcissism-plus,agreeableness_0051,68.0,45.0,80.0,63.0
751,75.0,85.0,89.0,85.0,75.0,narcissism,narcissism-plus,agreeableness_0052,62.0,80.0,87.0,81.8
752,45.0,85.0,90.0,45.0,65.0,narcissism,narcissism-plus,agreeableness_0053,65.0,45.0,87.5,66.0
753,45.0,81.0,83.0,45.0,45.0,narcissism,narcissism-plus,agreeableness_0054,60.0,45.0,82.0,59.8
754,61.0,83.0,85.0,75.0,75.0,narcissism,narcissism-plus,agreeableness_0055,62.0,68.0,84.0,75.8
755,65.0,81.0,85.0,65.0,45.0,narcissism,narcissism-plus,agreeableness_0056,55.0,65.0,83.0,68.2
756,45.0,85.0,68.0,69.0,45.0,narcissism,narcissism-plus,agreeableness_0057,55.0,57.0,76.5,62.4
757,77.0,85.0,85.0,63.0,74.0,narcissism,narcissism-plus,agreeableness_0058,65.0,70.0,85.0,76.8
758,85.0,89.0,77.0,85.0,85.0,narcissism,narcissism-plus,agreeableness_0059,72.0,85.0,83.0,84.2
759,90.0,89.0,83.0,85.0,74.0,narcissism,narcissism-plus,agreeableness_0060,70.0,87.5,86.0,84.2
760,90.0,94.0,85.0,90.0,85.0,narcissism,narcissism-plus,agreeableness_0061,78.0,90.0,89.5,88.8
761,65.0,79.0,81.0,65.0,53.0,narcissism,narcissism-plus,agreeableness_0062,68.0,65.0,80.0,68.6
762,90.0,89.0,83.0,88.0,75.0,narcissism,narcissism-plus,agreeableness_0063,78.0,89.0,86.0,85.0
763,85.0,29.0,42.0,45.0,86.0,narcissism,narcissism-plus,agreeableness_0064,85.0,65.0,35.5,57.4
764,45.0,81.0,75.0,53.0,49.0,narcissism,narcissism-plus,agreeableness_0065,68.0,49.0,78.0,60.6
765,90.0,90.0,75.0,85.0,85.0,narcissism,narcissism-plus,agreeableness_0066,85.0,87.5,82.5,85.0
766,40.0,82.0,45.0,65.0,85.0,narcissism,narcissism-plus,agreeableness_0067,78.0,52.5,63.5,63.4
767,83.0,85.0,75.0,90.0,73.0,narcissism,narcissism-plus,agreeableness_0068,68.0,86.5,80.0,81.2
768,85.0,87.0,86.0,87.0,75.0,narcissism,narcissism-plus,agreeableness_0069,68.0,86.0,86.5,84.0
769,81.0,90.0,85.0,75.0,75.0,narcissism,narcissism-plus,agreeableness_0070,72.0,78.0,87.5,81.2
770,40.0,83.0,85.0,61.0,45.0,narcissism,narcissism-plus,agreeableness_0071,60.0,50.5,84.0,62.8
771,25.0,27.0,36.0,25.0,41.0,narcissism,narcissism-plus,agreeableness_0072,70.0,25.0,31.5,30.8
772,25.0,65.0,75.0,75.0,75.0,narcissism,narcissism-plus,agreeableness_0073,65.0,50.0,70.0,63.0
773,70.0,85.0,73.0,80.0,74.0,narcissism,narcissism-plus,agreeableness_0074,72.0,75.0,79.0,76.4
774,85.0,85.0,67.0,75.0,85.0,narcissism,narcissism-plus,agreeableness_0075,80.0,80.0,76.0,79.4
775,75.0,85.0,75.0,65.0,85.0,narcissism,narcissism-plus,agreeableness_0076,85.0,70.0,80.0,77.0
776,85.0,88.0,73.0,85.0,75.0,narcissism,narcissism-plus,agreeableness_0077,70.0,85.0,80.5,81.2
777,89.0,90.0,87.0,89.0,67.0,narcissism,narcissism-plus,agreeableness_0078,68.0,89.0,88.5,84.4
778,85.0,88.0,66.0,87.0,85.0,narcissism,narcissism-plus,agreeableness_0079,85.0,86.0,77.0,82.2
779,69.0,85.0,45.0,53.0,75.0,narcissism,narcissism-plus,agreeableness_0080,72.0,61.0,65.0,65.4
780,45.0,53.0,53.0,45.0,77.0,neuroticism,neuroticism-minus,agreeableness_0051,55.0,45.0,53.0,54.6
781,25.0,45.0,43.0,25.0,37.0,neuroticism,neuroticism-minus,agreeableness_0052,40.0,25.0,44.0,35.0
782,29.0,57.0,46.0,36.0,48.0,neuroticism,neuroticism-minus,agreeableness_0053,55.0,32.5,51.5,43.2
783,29.0,41.0,45.0,41.0,65.0,neuroticism,neuroticism-minus,agreeableness_0054,60.0,35.0,43.0,44.2
784,57.0,85.0,83.0,61.0,75.0,neuroticism,neuroticism-minus,agreeableness_0055,70.0,59.0,84.0,72.2
785,53.0,42.0,45.0,26.0,48.0,neuroticism,neuroticism-minus,agreeableness_0056,70.0,39.5,43.5,42.8
786,45.0,65.0,51.0,45.0,45.0,neuroticism,neuroticism-minus,agreeableness_0057,58.0,45.0,58.0,50.2
787,67.0,77.0,61.0,45.0,67.0,neuroticism,neuroticism-minus,agreeableness_0058,68.0,56.0,69.0,63.4
788,68.0,45.0,61.0,77.0,81.0,neuroticism,neuroticism-minus,agreeableness_0059,72.0,72.5,53.0,66.4
789,65.0,74.0,36.0,44.0,80.0,neuroticism,neuroticism-minus,agreeableness_0060,70.0,54.5,55.0,59.8
790,90.0,81.0,61.0,73.0,75.0,neuroticism,neuroticism-minus,agreeableness_0061,70.0,81.5,71.0,76.0
791,85.0,85.0,53.0,72.0,82.0,neuroticism,neuroticism-minus,agreeableness_0062,72.0,78.5,69.0,75.4
792,85.0,85.0,65.0,75.0,75.0,neuroticism,neuroticism-minus,agreeableness_0063,68.0,80.0,75.0,77.0
793,85.0,65.0,57.0,41.0,75.0,neuroticism,neuroticism-minus,agreeableness_0064,70.0,63.0,61.0,64.6
794,26.0,45.0,57.0,28.0,31.0,neuroticism,neuroticism-minus,agreeableness_0065,35.0,27.0,51.0,37.4
795,83.0,81.0,65.0,65.0,78.0,neuroticism,neuroticism-minus,agreeableness_0066,65.0,74.0,73.0,74.4
796,78.0,70.0,65.0,67.0,80.0,neuroticism,neuroticism-minus,agreeableness_0067,68.0,72.5,67.5,72.0
797,47.0,83.0,68.0,43.0,65.0,neuroticism,neuroticism-minus,agreeableness_0068,62.0,45.0,75.5,61.2
798,85.0,85.0,57.0,83.0,76.0,neuroticism,neuroticism-minus,agreeableness_0069,70.0,84.0,71.0,77.2
799,43.0,86.0,73.0,41.0,67.0,neuroticism,neuroticism-minus,agreeableness_0070,68.0,42.0,79.5,62.0
800,26.0,53.0,59.0,33.0,61.0,neuroticism,neuroticism-minus,agreeableness_0071,70.0,29.5,56.0,46.4
801,49.0,71.0,65.0,34.0,61.0,neuroticism,neuroticism-minus,agreeableness_0072,68.0,41.5,68.0,56.0
802,25.0,53.0,45.0,70.0,65.0,neuroticism,neuroticism-minus,agreeableness_0073,30.0,47.5,49.0,51.6
803,67.0,87.0,69.0,45.0,48.0,neuroticism,neuroticism-minus,agreeableness_0074,60.0,56.0,78.0,63.2
804,38.0,83.0,85.0,45.0,65.0,neuroticism,neuroticism-minus,agreeableness_0075,68.0,41.5,84.0,63.2
805,45.0,75.0,88.0,45.0,45.0,neuroticism,neuroticism-minus,agreeableness_0076,60.0,45.0,81.5,59.6
806,30.0,69.0,45.0,25.0,45.0,neuroticism,neuroticism-minus,agreeableness_0077,35.0,27.5,57.0,42.8
807,85.0,85.0,65.0,77.0,65.0,neuroticism,neuroticism-minus,agreeableness_0078,68.0,81.0,75.0,75.4
808,85.0,85.0,56.0,88.0,85.0,neuroticism,neuroticism-minus,agreeableness_0079,78.0,86.5,70.5,79.8
809,64.0,72.0,45.0,45.0,90.0,neuroticism,neuroticism-minus,agreeableness_0080,70.0,54.5,58.5,63.2
810,29.0,45.0,51.0,45.0,67.0,neuroticism,neuroticism-plus,agreeableness_0051,55.0,37.0,48.0,47.4
811,25.0,26.0,41.0,22.0,40.0,neuroticism,neuroticism-plus,agreeableness_0052,40.0,23.5,33.5,30.8
812,37.0,65.0,75.0,45.0,46.0,neuroticism,neuroticism-plus,agreeableness_0053,55.0,41.0,70.0,53.6
813,34.0,67.0,67.0,45.0,45.0,neuroticism,neuroticism-plus,agreeableness_0054,40.0,39.5,67.0,51.6
814,45.0,79.0,85.0,85.0,52.0,neuroticism,neuroticism-plus,agreeableness_0055,68.0,65.0,82.0,69.2
815,61.0,69.0,45.0,29.0,45.0,neuroticism,neuroticism-plus,agreeableness_0056,70.0,45.0,57.0,49.8
816,38.0,75.0,73.0,61.0,45.0,neuroticism,neuroticism-plus,agreeableness_0057,55.0,49.5,74.0,58.4
817,74.0,75.0,65.0,61.0,57.0,neuroticism,neuroticism-plus,agreeableness_0058,,67.5,70.0,66.4
818,71.0,65.0,63.0,89.0,65.0,neuroticism,neuroticism-plus,agreeableness_0059,65.0,80.0,64.0,70.6
819,85.0,85.0,83.0,85.0,65.0,neuroticism,neuroticism-plus,agreeableness_0060,68.0,85.0,84.0,80.6
820,90.0,88.0,83.0,85.0,71.0,neuroticism,neuroticism-plus,agreeableness_0061,70.0,87.5,85.5,83.4
821,95.0,77.0,49.0,89.0,77.0,neuroticism,neuroticism-plus,agreeableness_0062,72.0,92.0,63.0,77.4
822,90.0,69.0,45.0,85.0,40.0,neuroticism,neuroticism-plus,agreeableness_0063,72.0,87.5,57.0,65.8
823,69.0,85.0,75.0,65.0,40.0,neuroticism,neuroticism-plus,agreeableness_0064,55.0,67.0,80.0,66.8
824,25.0,45.0,45.0,25.0,32.0,neuroticism,neuroticism-plus,agreeableness_0065,35.0,25.0,45.0,34.4
825,79.0,85.0,75.0,74.0,67.0,neuroticism,neuroticism-plus,agreeableness_0066,65.0,76.5,80.0,76.0
826,75.0,81.0,65.0,69.0,75.0,neuroticism,neuroticism-plus,agreeableness_0067,68.0,72.0,73.0,73.0
827,36.0,85.0,50.0,34.0,40.0,neuroticism,neuroticism-plus,agreeableness_0068,32.0,35.0,67.5,49.0
828,78.0,83.0,81.0,65.0,65.0,neuroticism,neuroticism-plus,agreeableness_0069,68.0,71.5,82.0,74.4
829,28.0,75.0,65.0,45.0,25.0,neuroticism,neuroticism-plus,agreeableness_0070,35.0,36.5,70.0,47.6
830,35.0,73.0,65.0,57.0,45.0,neuroticism,neuroticism-plus,agreeableness_0071,65.0,46.0,69.0,55.0
831,28.0,39.0,45.0,29.0,37.0,neuroticism,neuroticism-plus,agreeableness_0072,32.0,28.5,42.0,35.6
832,31.0,60.0,65.0,65.0,76.0,neuroticism,neuroticism-plus,agreeableness_0073,60.0,48.0,62.5,59.4
833,76.0,75.0,65.0,67.0,65.0,neuroticism,neuroticism-plus,agreeableness_0074,65.0,71.5,70.0,69.6
834,65.0,86.0,83.0,65.0,77.0,neuroticism,neuroticism-plus,agreeableness_0075,78.0,65.0,84.5,75.2
835,35.0,65.0,65.0,45.0,45.0,neuroticism,neuroticism-plus,agreeableness_0076,58.0,40.0,65.0,51.0
836,49.0,81.0,75.0,65.0,45.0,neuroticism,neuroticism-plus,agreeableness_0077,45.0,57.0,78.0,63.0
837,67.0,83.0,63.0,49.0,45.0,neuroticism,neuroticism-plus,agreeableness_0078,68.0,58.0,73.0,61.4
838,75.0,83.0,65.0,91.0,69.0,neuroticism,neuroticism-plus,agreeableness_0079,70.0,83.0,74.0,76.6
839,75.0,85.0,71.0,75.0,75.0,neuroticism,neuroticism-plus,agreeableness_0080,68.0,75.0,78.0,76.2
840,45.0,85.0,65.0,67.0,70.0,power-seeking,power-seeking-minus,agreeableness_0051,60.0,56.0,75.0,66.4
841,35.0,77.0,85.0,65.0,63.0,power-seeking,power-seeking-minus,agreeableness_0052,58.0,50.0,81.0,65.0
842,45.0,75.0,88.0,45.0,45.0,power-seeking,power-seeking-minus,agreeableness_0053,55.0,45.0,81.5,59.6
843,30.0,35.0,45.0,25.0,25.0,power-seeking,power-seeking-minus,agreeableness_0054,38.0,27.5,40.0,32.0
844,35.0,85.0,83.0,45.0,66.0,power-seeking,power-seeking-minus,agreeableness_0055,68.0,40.0,84.0,62.8
845,66.0,75.0,65.0,45.0,48.0,power-seeking,power-seeking-minus,agreeableness_0056,65.0,55.5,70.0,59.8
846,37.0,49.0,25.0,45.0,45.0,power-seeking,power-seeking-minus,agreeableness_0057,,41.0,37.0,40.2
847,85.0,65.0,45.0,68.0,71.0,power-seeking,power-seeking-minus,agreeableness_0058,70.0,76.5,55.0,66.8
848,75.0,83.0,75.0,85.0,74.0,power-seeking,power-seeking-minus,agreeableness_0059,70.0,80.0,79.0,78.4
849,85.0,90.0,75.0,85.0,75.0,power-seeking,power-seeking-minus,agreeableness_0060,70.0,85.0,82.5,82.0
850,93.0,91.0,85.0,87.0,79.0,power-seeking,power-seeking-minus,agreeableness_0061,72.0,90.0,88.0,87.0
851,90.0,85.0,57.0,85.0,82.0,power-seeking,power-seeking-minus,agreeableness_0062,70.0,87.5,71.0,79.8
852,85.0,85.0,78.0,75.0,73.0,power-seeking,power-seeking-minus,agreeableness_0063,68.0,80.0,81.5,79.2
853,90.0,85.0,73.0,65.0,75.0,power-seeking,power-seeking-minus,agreeableness_0064,68.0,77.5,79.0,77.6
854,31.0,65.0,65.0,33.0,33.0,power-seeking,power-seeking-minus,agreeableness_0065,25.0,32.0,65.0,45.4
855,85.0,85.0,75.0,83.0,83.0,power-seeking,power-seeking-minus,agreeableness_0066,78.0,84.0,80.0,82.2
856,32.0,29.0,41.0,43.0,25.0,power-seeking,power-seeking-minus,agreeableness_0067,60.0,37.5,35.0,34.0
857,65.0,75.0,65.0,65.0,63.0,power-seeking,power-seeking-minus,agreeableness_0068,58.0,65.0,70.0,66.6
858,85.0,85.0,82.0,83.0,70.0,power-seeking,power-seeking-minus,agreeableness_0069,68.0,84.0,83.5,81.0
859,45.0,77.0,77.0,41.0,45.0,power-seeking,power-seeking-minus,agreeableness_0070,55.0,43.0,77.0,57.0
860,36.0,81.0,68.0,45.0,48.0,power-seeking,power-seeking-minus,agreeableness_0071,60.0,40.5,74.5,55.6
861,32.0,45.0,39.0,43.0,45.0,power-seeking,power-seeking-minus,agreeableness_0072,72.0,37.5,42.0,40.8
862,45.0,79.0,85.0,65.0,65.0,power-seeking,power-seeking-minus,agreeableness_0073,60.0,55.0,82.0,67.8
